preventTargetGapPoints,pointsPayerId,userFlaggedDescription,itemPrice,originalMetaBriteQuantityPurchased,pointsNotAwardedReason,barcode,needsFetchReviewReason,originalMetaBriteDescription,userFlaggedBarcode,metabriteCampaignId,partnerItemId,userFlaggedQuantity,originalFinalPrice,pointsEarned,quantityPurchased,originalMetaBriteBarcode,priceAfterCoupon,userFlaggedNewItem,competitorRewardsGroup,receiptid,rewardsGroup,discountedItemPrice,originalMetaBriteItemPrice,itemNumber,targetPrice,needsFetchReview,description,finalPrice,deleted,userFlaggedPrice,competitiveProduct,originalReceiptItemText,brandCode,rewardsProductPartnerId
,,,2.21,,,4816,,,,,1064,,,,1,,2.21,,,600260210a720f05f300008f,,2.21,,,,,Golden Sweet Potato,2.21,,,,GOLDEN SWT POTATO,,
,,,0.88,,,,,,,,1066,,,,1,,0.88,,,600260210a720f05f300008f,,0.88,,,,,Green Bell Peppers,0.88,,,,GREEN BELL PEPPERS,,
,,,0.91,,,4166,,,,,1067,,,,1,,0.91,,,600260210a720f05f300008f,,0.91,,,,,Other Sweet Onions,0.91,,,,SWEET ONIONS,,
,5eebc5412455c97a877ef382,,1.99,,Action not allowed for user and CPG,071100007299,,,,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,1072,,,,1,,1.99,,,600260210a720f05f300008f,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,1.99,,,,,Hidden Valley Original Ranch Fat Free Salad Dressing 24 Oz,1.99,,,,HV CAGE FREE LG WHT,HIDDEN VALLEY,5eebc5412455c97a877ef382
,,,1.84,,,,,,,,1073,,,,1,,1.84,,,600260210a720f05f300008f,,1.84,,,,,Fat Free Half And Half,1.84,,,,HYV HALF & HALF,,
,,,0.56,,,036632011077,,,,,1074,,,,1,,0.56,,,600260210a720f05f300008f,YOPLAIT GREEK YOGURT,0.56,,,,,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,,,True,HYV LF KEY LIME PIE,LIGHT & FIT GREEK,5332f5f3e4b03c9a25efd0ae
,,,0.56,,,,,,,,1075,,,,1,,0.56,,,600260210a720f05f300008f,,0.56,,,,,HYV LF ORANGE CREAM,0.56,,,,HYV LF ORANGE CREAM,DANNON,
,,,0.56,,,,,,,,1076,,,,1,,0.56,,,600260210a720f05f300008f,,0.56,,,,,HYV LF VANILLA YOGUR,0.56,,,,HYV LF VANILLA YOGUR,LIGHT & FIT,
,,,3.99,,,,,,,,1077,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,Unsalted Sweet Cream Butter,3.99,,,,HYV UNSLTD SWT BTR,,
,,,4.09,,,,,,,,1078,,,,1,,4.09,,,600260210a720f05f300008f,,4.09,,,,,2% Milk,4.09,,,,SASSY COW 2% MILK,,
,,,4.99,,,071007023095,,,,,1081,,,,1,,4.99,,,600260210a720f05f300008f,,4.99,,,,,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,,,,EL MONT GREEN CHILI,EL MONTEREY,559c2234e4b06aca36af13c6
,,,3.49,,,,,,,,1084,,,,1,,3.49,,,600260210a720f05f300008f,,3.49,,,,,BIGELOW GRN TEA W/LE,3.49,,,,BIGELOW GRN TEA W/LE,,
,,,2.39,,,,,,,,1086,,,,1,,2.39,,,600260210a720f05f300008f,,2.39,,,,,HYV KETTLE MESQ BBQ,2.39,,,,HYV KETTLE MESQ BBQ,,
,,,2.39,,,,,,,,1087,,,,1,,2.39,,,600260210a720f05f300008f,,2.39,,,,,HYV KETTLE PUB MUSTA,2.39,,,,HYV KETTLE PUB MUSTA,,
,,,2.99,,,,,,,,1088,,,,1,,2.99,,,600260210a720f05f300008f,,2.99,,,,,HYV SELECT WIDE NOOD,2.99,,,,HYV SELECT WIDE NOOD,,
,,,3.79,,,,,,,,1089,,,,1,,3.79,,,600260210a720f05f300008f,,3.79,,,,,KIKKO THAI CHILI SCE,3.79,,,,KIKKO THAI CHILI SCE,,
,,,1.88,,,,,,,,1091,,,,1,,1.88,,,600260210a720f05f300008f,,1.88,,,,,SPL K ORIGINAL,1.88,,,,SPL K ORIGINAL,,
,,,5.58,,,,,,,,1092,,,,2,,5.58,,,600260210a720f05f300008f,,5.58,,,,,SWANSON UNSLTD CKN,5.58,,,,SWANSON UNSLTD CKN,,
,,,5.99,,,,,,,,1094,,,,1,,5.99,,,600260210a720f05f300008f,,5.99,,,,,YUBAN TRDTNL ROAST,5.99,,,,YUBAN TRDTNL ROAST,,
,,,3.99,,,,,,,,1097,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,HILLS TRKY POLSKA KI,3.99,,,,HILLS TRKY POLSKA KI,,
,,,2.99,,,,,,,,1098,,,,1,,2.99,,,600260210a720f05f300008f,,2.99,,,,,HYV DICED COOKED HAM,2.99,,,,HYV DICED COOKED HAM,,
,,,2.79,,,,,,,,1099,,,,1,,2.79,,,600260210a720f05f300008f,,2.79,,,,,HYV EX SHARP CHEDDAR,2.79,,,,HYV EX SHARP CHEDDAR,,
,,,6.99,,,,,,,,1100,,,,1,,6.99,,,600260210a720f05f300008f,,6.99,,,,,JUST BARE CKN BREAST,6.99,,,,JUST BARE CKN BREAST,,
,,,5.99,,,,,,,,1101,,,,1,,5.99,,,600260210a720f05f300008f,,5.99,,,,,LEAN GRND BF 93% 7%,5.99,,,,LEAN GRND BF 93% 7%,,
,,,2.99,,,,,,,,1104,,,,1,,2.99,,,600260210a720f05f300008f,,2.99,,,,,BLUEBERRIES,2.99,,,,BLUEBERRIES,,
,,,2.99,,,,,,,,1105,,,,1,,2.99,,,600260210a720f05f300008f,,2.99,,,,,BROCCOLI,2.99,,,,BROCCOLI,,
,,,2.49,,,,,,,,1106,,,,1,,2.49,,,600260210a720f05f300008f,,2.49,,,,,CAL ORG WHOLE CARTS,2.49,,,,CAL ORG WHOLE CARTS,,
,,,1.53,,,,,,,,1107,,,,1,,1.53,,,600260210a720f05f300008f,,1.53,,,,,DOLE BANANAS,1.53,,,,DOLE BANANAS,,
,,,3.49,,,,,,,,1109,,,,1,,3.49,,,600260210a720f05f300008f,,3.49,,,,,DOLE ITALIAN BLEND,3.49,,,,DOLE ITALIAN BLEND,,
,,,2.05,,,,,,,,1110,,,,1,,2.05,,,600260210a720f05f300008f,,2.05,,,,,GREEN CABBAGE,2.05,,,,GREEN CABBAGE,,
,,,3.99,,,,,,,,1112,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,LEEK,3.99,,,,LEEK,,
,,,1.82,,,,,,,,1113,,,,5,,1.82,,,600260210a720f05f300008f,,1.82,,,,,YELLOW ONIONS,1.82,,,,YELLOW ONIONS,,
,,,19.99,,,,,,,,1117,,,,1,,19.99,,,600260210a720f05f300008f,,19.99,,,,,BAREFOOT PINOT NOIR,19.99,,,,BAREFOOT PINOT NOIR,,
,,,1.47,,,,,,,,1118,,,,1,,1.47,,,600260210a720f05f300008f,,1.47,,,,,HYV 4% LRG CURD COTT,1.47,,,,HYV 4% LRG CURD COTT,,
,,,1.47,,,,,,,,1120,,,,1,,1.47,,,600260210a720f05f300008f,,1.47,,,,,HYV 4% LRG CURD COTT,1.47,,,,HYV 4% LRG CURD COTT,,
,,,0.56,,,036632037541,,,,,1121,,,,1,,0.56,,,600260210a720f05f300008f,YOPLAIT GREEK YOGURT,0.56,,,,,Light & Fit Greek Blackberry Yogurt,0.56,,,True,HYV LF BLACKBERRY YO,LIGHT & FIT GREEK,5332f5f3e4b03c9a25efd0ae
,,,0.56,,,036632013095,,,,,1122,,,,1,,0.56,,,600260210a720f05f300008f,YOPLAIT YOGURT LIGHT,0.56,,,,,Light & Fit Vanilla Yogurt,0.56,,,True,HYV LF LEMON YOGURT,LIGHT & FIT,5332f5f3e4b03c9a25efd0ae
,,,0.56,,,,,,,,1123,,,,1,,0.56,,,600260210a720f05f300008f,,0.56,,,,,HYV LF PEACH YOGURT,0.56,,,,HYV LF PEACH YOGURT,LIGHT & FIT,
,,,0.56,,,,,,,,1124,,,,1,,0.56,,,600260210a720f05f300008f,,0.56,,,,,HYV LF VANILLA YOGUR,0.56,,,,HYV LF VANILLA YOGUR,LIGHT & FIT,
,,,2.77,,,,,,,,1125,,,,1,,2.77,,,600260210a720f05f300008f,,2.77,,,,,Unsalted Sweet Cream Butter,2.77,,,,HYV UNSLTD SWT BTR,,
,,,11.98,,,,,,,,1128,,,,2,,11.98,,,600260210a720f05f300008f,,11.98,,,,,LUIGES DELUXE PIZZA,11.98,,,,LUIGES DELUXE PIZZA,,
,,,1.59,,,,,,,,1132,,,,1,,1.59,,,600260210a720f05f300008f,,1.59,,,,,BUSHS HOT RED CHILI,1.59,,,,BUSHS HOT RED CHILI,BUSH'S BEST,
,,,1.59,,,,,,,,1133,,,,1,,,,,600260210a720f05f300008f,,1.59,,,,,BUSHS MILD KIDNEY CH,1.59,,,,BUSHS MILD KIDNEY CH,,
,,,14.98,,,,,,,,1141,,,,2,,14.98,,,600260210a720f05f300008f,,14.98,,,,,FOLGERS CLASSIC ROAS,14.98,,,,FOLGERS CLASSIC ROAS,,
,,,1.67,,,,,,,,1143,,,,1,,1.67,,,600260210a720f05f300008f,,1.67,,,,,HYV KETTLE BUFFALO&B,1.67,,,,HYV KETTLE BUFFALO&B,,
,,,3.69,,,,,,,,1145,,,,1,,3.69,,,600260210a720f05f300008f,,3.69,,,,,HYV KETTLE CHIP ORIG,3.69,,,,HYV KETTLE CHIP ORIG,,
,,,1.67,,,,,,,,1146,,,,1,,1.67,,,600260210a720f05f300008f,,1.67,,,,,HYV KETTLE PUB MUSTA,1.67,,,,HYV KETTLE PUB MUSTA,,
,,,1.79,,,,,,,,1148,,,,1,,1.79,,,600260210a720f05f300008f,,1.79,,,,,HYV SEASONED CROUTON,1.79,,,,HYV SEASONED CROUTON,,
,,,3.77,,,,,,,,1149,,,,1,,3.77,,,600260210a720f05f300008f,,3.77,,,,,KASHI GOFLOW CINN CR,3.77,,,,KASHI GOFLOW CINN CR,,
,,,3.77,,,,,,,,1150,,,,1,,3.77,,,600260210a720f05f300008f,,3.77,,,,,KASHI GOPLAY HNY ALM,3.77,,,,KASHI GOPLAY HNY ALM,,
,,,1.99,,,,,,,,1151,,,,1,,1.99,,,600260210a720f05f300008f,,1.99,,,,,LIPTON BEEFY ONION,1.99,,,,LIPTON BEEFY ONION,,
,,,3.99,,,058449450023,,,,,1154,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,,,,NATURES PATH OF OATS,NATURE'S PATH ORGANIC,559c2234e4b06aca36af13c6
,,,4.56,,,,,,,,1158,,,,1,,4.56,,,600260210a720f05f300008f,,4.56,,,,,FRSH BNLS PORK LOIN,4.56,,,,FRSH BNLS PORK LOIN,,
,,,3.99,,,,,,,,1159,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,HILLS TRKY POLSKA KI,3.99,,,,HILLS TRKY POLSKA KI,,
,,,4.99,,,,,,,,1160,,,,1,,4.99,,,600260210a720f05f300008f,,4.99,,,,,HYV EXTRA SHARP CHDD,4.99,,,,HYV EXTRA SHARP CHDD,,
,,,6.99,,,,,,,,1161,,,,1,,6.99,,,600260210a720f05f300008f,,6.99,,,,,JUST BARE CKN BREAST,6.99,,,,JUST BARE CKN BREAST,,
,,,3.29,,,,,,,,1162,,,,1,,3.29,,,600260210a720f05f300008f,,3.29,,,,,KRAFT AMER SINGLES,3.29,,,,KRAFT AMER SINGLES,,
,,,5.99,,,,,,,,1163,,,,1,,5.99,,,600260210a720f05f300008f,,5.99,,,,,LEAN GRND BF 93% 7%,5.99,,,,LEAN GRND BF 93% 7%,,
,,,3.49,,,,,,,,1166,,,,1,,3.49,,,600260210a720f05f300008f,,3.49,,,,,DOLE VERY VEGGIE SLD,3.49,,,,DOLE VERY VEGGIE SLD,,
,,,3.99,,,,,,,,1167,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,GG KLONDIKE GOLDUST,3.99,,,,GG KLONDIKE GOLDUST,,
,,,0.77,,,,,,,,1168,,,,1,,0.77,,,600260210a720f05f300008f,,0.77,,,,,GREEN BELL PEPPERS,0.77,,,,GREEN BELL PEPPERS,,
,,,1.25,,,,,,,,1169,,,,1,,1.25,,,600260210a720f05f300008f,,1.25,,,,,HRVST SNAPS BLACK PE,1.25,,,,HRVST SNAPS BLACK PE,,
,,,1.88,,,,,,,,1171,,,,1,,1.88,,,600260210a720f05f300008f,,1.88,,,,,JOSIES ORG BABY SPIN,1.88,,,,JOSIES ORG BABY SPIN,,
,,,2.50,,,,,,,,1172,,,,1,,2.50,,,600260210a720f05f300008f,,2.50,,,,,MONTEREY SLCD BABY B,2.50,,,,MONTEREY SLCD BABY B,,
,,,0.88,,,,,,,,1174,,,,1,,0.88,,,600260210a720f05f300008f,,0.88,,,,,PINATA APPLES,0.88,,,,PINATA APPLES,,
,,,12.99,,,,,,,,1178,,,,1,,12.99,,,600260210a720f05f300008f,,12.99,,,,,FSA 31191719064 OTC,12.99,,,,FSA 31191719064 OTC,,
,,,11.99,,,,,,,,1181,,,,1,,11.99,,,600260210a720f05f300008f,,11.99,,,,,Flushable Wipes,11.99,,,,FSA 04902289613,,
,,,0.99,,,,,,,,1185,,,,1,,0.99,,,600260210a720f05f300008f,,0.99,,,,,HY-VEE PREM DISTILLE,0.99,,,,HY-VEE PREM DISTILLE,,
,,,2.99,,,,,,,,1186,,,,1,,2.99,,TACO BELL TACO SHELLS,600260210a720f05f300008f,,2.99,,,,,MISSION TORTILLA TRI,2.99,,,,MISSION TORTILLA TRI,MISSION,
,5332f5fbe4b03c9a25efd0ba,,2.98,,Action not allowed for user and CPG,511111001485,,,,,1187,,,,1,,2.98,,,600260210a720f05f300008f,,2.98,,,,,TOSTITOS,2.98,,,False,TOSTITOS MED SALSA,TOSTITOS,5332f5fbe4b03c9a25efd0ba
,,,4.99,,,305731769135,,,,,1190,,,,1,,4.99,,,600260210a720f05f300008f,ALEVE® LIQUID GELS,4.99,,,,,Advil Ibuprofen Pain & Fever Liqui-gels Minis,4.99,,,True,ADVIL IBUPROFEN LIQU,ADVIL,5d9b4f591dda2c6225a284aa
,,,26.99,,,,,,,,1191,,,,1,,26.99,,,600260210a720f05f300008f,,26.99,,,,,TC NCTN GUM 2MG MINT,26.99,,,,TC NCTN GUM 2MG MINT,,
,,,0.99,,,048000007070,,,,,1195,,,,1,,0.99,,,600260210a720f05f300008f,,0.99,,,,,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,,,,COS SARDINES WATER,CHICKEN OF THE SEA,559c2234e4b06aca36af13c6
,,,3.34,,,,,,,,1196,,,,1,,3.34,,,600260210a720f05f300008f,,3.34,,,,,OSCAR SARDINES 2LAY,3.34,,,,OSCAR SARDINES 2LAY,,
,,,2.38,,,015300430594,,,,,1197,,,,2,,2.38,,,600260210a720f05f300008f,KNORR SIDES,2.38,,,,,Rice-A-Roni Rice Pilaf,2.38,,,True,RICE A RONI RICE PIL,RICE-A-RONI,5332f5f6e4b03c9a25efd0b4
,,,0.92,,,,,,,,1199,,,,1,,0.92,,,600260210a720f05f300008f,,0.92,,,,,STARKIST CHUNK LT TU,0.92,,,,STARKIST CHUNK LT TU,STARKIST,
,5332f5fbe4b03c9a25efd0ba,,3.99,,Action not allowed for user and CPG,511111001485,,,,,1200,,,,1,,3.99,,,600260210a720f05f300008f,,3.99,,,,,TOSTITOS,3.99,,,False,TOSTITOS MED SALSA,TOSTITOS,5332f5fbe4b03c9a25efd0ba
,,,36.99,,,009800300037,,,,,1203,,,,1,,36.99,,,600260210a720f05f300008f,,36.99,,,,,Tic Tac Cool Watermelon Gum,36.99,,,,TC NCTN GUM 2MG COOL,TIC TAC,
,,,15.67,,,,,,,,1206,,,,1,,15.67,,,600260210a720f05f300008f,,15.67,,,,,PREV FRZN ALASKAN SO,15.67,,,,PREV FRZN ALASKAN SO,SO DELICIOUS,
,,,26.99,,,,,,,,1210,,,,1,,26.99,,,600260210a720f05f300008f,,26.99,,,,,TC NCTN GUM 2MG MINT,26.99,,,,TC NCTN GUM 2MG MINT,,
,,,4.99,,,,,,,,1213,,,,1,,2.88,,,600260210a720f05f300008f,,4.99,,,,,HYV SWT SMKD THICK,2.88,,,,HYV SWT SMKD THICK,,
,5332f5f6e4b03c9a25efd0b4,,28.55,,,076840100354,,,,BEN AND JERRYS ICE CREAM,1247,,,285.5,5,,28.55,,,600260210a720f05f300008f,BEN AND JERRYS ICE CREAM,28.55,,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,28.55,,,,BEN & JERRY' S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,550b2565e4b001d5e9e4146f,,7.72,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1251,,,77.2,2,,7.72,,,600260210a720f05f300008f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",7.72,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.72,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
,,,4.58,,,,,,,,1255,,,,1,,4.58,,,600260210a720f05f300008f,,4.58,,,,,"BORDEN 2% MILK, 1/2 GAL",4.58,,,,"BORDEN 2% MILK, 1/2 GAL",,
,,,13.24,,,,,,,,1258,,,,2,,13.24,,,600260210a720f05f300008f,,13.24,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.24,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,
,,,6.18,,,,,,,,1262,,,,3,,6.18,,,600260210a720f05f300008f,,6.18,,,,,KLARBRUNN 12PK 12 FL OZ,6.18,,,,KLARBRUNN 12PK 12 FL OZ,,
,5332f5fbe4b03c9a25efd0ba,,5.60,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1297,,,,4,,5.60,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,5.60,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.60,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,,,4.11,,,815473013279,,,,,1301,,,,1,,4.11,,,600260210a720f05f300008f,,4.11,,,,,Borden 2% Reduced Fat Milk,4.11,,,,"BORDEN 2% MILK, 1/2 GAL",BORDEN,
,5332f5fbe4b03c9a25efd0ba,,2.48,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1304,,,,4,,2.48,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,2.48,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.48,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,5332f5fbe4b03c9a25efd0ba,,9.64,,Action not allowed for user and CPG,028400642033,,,,DORITOS NACHO CHEESE MULTI SERVE,1308,,,,2,,9.64,,,600260210a720f05f300008f,DORITOS NACHO CHEESE MULTI SERVE,9.64,,,,,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,9.64,,,,"DORITOS NACHO CHEESE, 28.5 OZ",DORITOS,5332f5fbe4b03c9a25efd0ba
,,,4.96,,,,,,,,1312,,,,2,,4.96,,,600260210a720f05f300008f,,4.96,,,,,KLARBRUNN 12PK 12 FL OZ,4.96,,,,KLARBRUNN 12PK 12 FL OZ,,
,,,6.60,,,,,,,,1318,,,,1,,6.60,,,600260210a720f05f300008f,,6.60,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,6.60,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,
,,,13.88,,,,,,,,1321,,,,2,,13.88,,,600260210a720f05f300008f,,13.88,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.88,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,
,5332f5f6e4b03c9a25efd0b4,,4.53,,,076840100354,,,,BEN AND JERRYS ICE CREAM,1325,,,45.3,1,,4.53,,,600260210a720f05f300008f,BEN AND JERRYS ICE CREAM,4.53,,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,4.53,,,,BEN & JERRY' S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,550b2565e4b001d5e9e4146f,,8.26,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1328,,,82.6,2,,8.26,,,600260210a720f05f300008f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",8.26,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.26,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
,550b2565e4b001d5e9e4146f,,7.70,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1332,,,77.0,2,,7.70,,,600260210a720f05f300008f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",7.70,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.70,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
,,,8.08,,,,,,,,1370,,,,4,,8.08,,,600260210a720f05f300008f,,8.08,,,,,KLARBRUNN 12PK 12 FL OZ,8.08,,,,KLARBRUNN 12PK 12 FL OZ,,
,5332f5fbe4b03c9a25efd0ba,,5.40,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1374,,,,4,,5.40,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,5.40,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.40,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,,,6.76,,,,,,,,1378,,,,1,,6.76,,,600260210a720f05f300008f,,6.76,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,6.76,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,
,5332f5fbe4b03c9a25efd0ba,,4.14,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1381,,,,3,,4.14,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,4.14,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,4.14,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,5332f5fbe4b03c9a25efd0ba,,3.81,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1385,,,,3,,3.81,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,3.81,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,3.81,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,,,4.07,,,815473013279,,,,,1389,,,,1,,4.07,,,600260210a720f05f300008f,,4.07,,,,,Borden 2% Reduced Fat Milk,4.07,,,,"BORDEN 2% MILK, 1/2 GAL",BORDEN,
,5332f5fbe4b03c9a25efd0ba,,3.72,,Action not allowed for user and CPG,012000809941,,,,PEPSI 12 OZ 12 PACK,1422,,,,3,,3.72,,,600260210a720f05f300008f,PEPSI 12 OZ 12 PACK,3.72,,,,,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,3.72,,,,"PEPSI COLA, 12 OZ. CAN",PEPSI,5332f5fbe4b03c9a25efd0ba
,5332f5f6e4b03c9a25efd0b4,,6.40,,,041000022623,,,,KNORR SIDES,1426,,,64.0,4,,6.40,,,600260210a720f05f300008f,KNORR SIDES,6.40,,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,6.40,,,,KNORR CREAMY CHICKEN,KNORR,5332f5f6e4b03c9a25efd0b4
,5332f5f6e4b03c9a25efd0b4,,17.70,,,076840100354,,,,BEN AND JERRYS ICE CREAM,1430,,,177.0,3,,17.70,,,600260210a720f05f300008f,BEN AND JERRYS ICE CREAM,17.70,,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.70,,,,BEN & JERRY' S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,5332f5f6e4b03c9a25efd0b4,,21.65,,,076840100354,,,,BEN AND JERRYS ICE CREAM,1468,,,216.5,5,,21.65,,,600260210a720f05f300008f,BEN AND JERRYS ICE CREAM,21.65,,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,21.65,,,,BEN & JERRY' S CHUNKY MONKEY PINT,BEN AND JERRYS,5332f5f6e4b03c9a25efd0b4
,,,4.10,,,815473013279,,,,,1472,,,,1,,4.10,,,600260210a720f05f300008f,,4.10,,,,,Borden 2% Reduced Fat Milk,4.10,,,,"BORDEN 2% MILK, 1/2 GAL",BORDEN,
,550b2565e4b001d5e9e4146f,,2.79,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1475,,,27.9,1,,2.79,,,600260210a720f05f300008f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",2.79,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.79,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
,5332f5fbe4b03c9a25efd0ba,,3.63,,Action not allowed for user and CPG,028400642033,,,,DORITOS NACHO CHEESE MULTI SERVE,1478,,,,1,,3.63,,,600260210a720f05f300008f,DORITOS NACHO CHEESE MULTI SERVE,3.63,,,,,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,3.63,,,,"DORITOS NACHO CHEESE, 28.5 OZ",DORITOS,5332f5fbe4b03c9a25efd0ba
,,,4.36,,,,,,,,1481,,,,2,,4.36,,,600260210a720f05f300008f,,4.36,,,,,KLARBRUNN 12PK 12 FL OZ,4.36,,,,KLARBRUNN 12PK 12 FL OZ,,
,5332f5fbe4b03c9a25efd0ba,,7.30,,Action not allowed for user and CPG,028400642033,,,,DORITOS NACHO CHEESE MULTI SERVE,1522,,,,2,,7.30,,,600260210a720f05f300008f,DORITOS NACHO CHEESE MULTI SERVE,7.30,,,,,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.30,,,,"DORITOS NACHO CHEESE, 28.5 OZ",DORITOS,5332f5fbe4b03c9a25efd0ba
,,,6.55,,,,,,,,1526,,,,1,,6.55,,,600260210a720f05f300008f,,6.55,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,6.55,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,
,550b2565e4b001d5e9e4146f,,3.98,,,036000391718,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",1529,,,39.8,2,,3.98,,,600260210a720f05f300008f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",3.98,,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.98,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,KLEENEX,550b2565e4b001d5e9e4146f
